title,description,code,coupon_type,discount_type,discount_value,store,store_url,category,start_date,expiry_date,original_price,sale_price,affiliate_link,image,terms_conditions,is_featured,is_verified,is_exclusive,status
AbhiBus GET350 - Flat Rs.350 AbhiCash Cashback (Excl. APSRTC),CouponDunia: flat Rs.350 AbhiBus cashback with GET350. All bookings except APSRTC.,GET350,code,cashback,350,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,Excl. APSRTC. Cashback to AbhiCash. Source: https://www.coupondunia.in/abhibus,0,1,0,1
AbhiBus GSRTC - 10% OFF + Extra 15% OFF + Rs.150 Cashback,Official AbhiBus banner (10% off GSRTC) + GrabOn: 10% OFF + extra 15% OFF via code + Rs.150 cashback. Gujarat travel.,GSRTC,code,percentage,10,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,GSRTC only. Sources: abhibus.com/bus-ticket-offers + grabon,0,1,0,1
AbhiBus HRTC - Up to Rs.500 OFF + Rs.150 Cashback (All Users),"Official AbhiBus + GrabOn: up to Rs.500 instant + Rs.150 cashback on HRTC. No min, all users, once per user, HRTC only.",HRTC,code,flat,500,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,HRTC only. No min. Once per user. Source: abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus KSRTC - Up to Rs.300 OFF + Extra Rs.150 OFF + Cashback,GrabOn (7 uses): up to Rs.300 OFF KSRTC + extra Rs.150 OFF via code + Rs.150 cashback. Karnataka routes.,KSRTC,code,flat,300,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,"KSRTC only. Till Sep 30, 2026. Source: https://www.grabon.in/abhibus-coupons/",0,1,0,1
AbhiBus MAHA200 - Flat Rs.200 OFF Mahalaxmi (New Users),Official AbhiBus banner: flat Rs.200 OFF Mahalaxmi with MAHA200. New users.,MAHA200,code,flat,200,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,Mahalaxmi only. New users. Source: abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus OSRTC - Flat 20% OFF + Rs.150 Extra + Cashback,Official AbhiBus (20% off OSRTC) + GrabOn: 20% OFF + Rs.150 extra OFF via code + Rs.150 cashback.,OSRTC,code,percentage,20,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,OSRTC only. Sources: abhibus.com/bus-ticket-offers + grabon,0,1,0,1
AbhiBus PTC100 - Flat Rs.100 OFF PTC SkyBus (New Users),"Official AbhiBus banner: flat Rs.100 OFF PTC SkyBus with PTC100. GrabOn: + extra Rs.150 OFF via code, min Rs.699.",PTC100,code,flat,100,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,PTC SkyBus only. New users. Source: abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus RBL300 - Up to Rs.300 OFF with RBL Bank Credit Card,"Official AbhiBus banner: up to Rs.300 OFF with RBL Bank credit card via RBL300. GrabOn variant: Rs.300 OFF min Rs.1500 private, till month-end.",RBL300,code,flat,300,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,RBL CC only. Private buses. Min Rs.1500 on GrabOn variant. Source: abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus RSRTC - Flat 50% OFF RSRTC Rides + Rs.150 OFF + Cashback,Official AbhiBus banner (50% off RSRTC) + GrabOn: flat 50% OFF + extra Rs.150 OFF via code + Rs.150 cashback. New users. Code RJ100 on GrabOn RTC table.,RJ100,code,percentage,50,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,RSRTC only. New users. Sources: abhibus.com/bus-ticket-offers + grabon RTC table,0,1,0,1
AbhiBus SBICAB - Rs.200 OFF with SBI Credit Card,Official AbhiBus banner: Rs.200 OFF with SBI credit card via SBICAB.,SBICAB,code,flat,200,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,SBI CC only. Source: https://www.abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus TGSRTC - Save Up to Rs.300 on TGSRTC Bookings,Official AbhiBus banner + GrabOn: up to Rs.300 OFF TGSRTC bookings + extra Rs.150 OFF via code + Rs.150 cashback variants.,TGSRTC,code,flat,300,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,TGSRTC only. Sources: abhibus.com/bus-ticket-offers + grabon.in/abhibus-coupons/,0,1,0,1
AbhiBus UPIMBK - 10% OFF with MobiKwik UPI,Official AbhiBus banner: 10% OFF with MobiKwik UPI via UPIMBK. GrabOn bank table: 10% up to Rs.100 instant (MBKBUSUPI variant).,UPIMBK,code,percentage,10,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,MobiKwik UPI only. Source: abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus UPSRTC - Save Up to Rs.500 OFF + Extra 15% OFF + Cashback,"Official AbhiBus banner + GrabOn (5 uses): up to Rs.500 OFF UPSRTC + extra 15% OFF + cashback (up to Rs.400 AbhiCash variants). All users, once per user, UPSRTC only.",UPSRTC,code,flat,500,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,UPSRTC only. Once per user. Sources: abhibus.com/bus-ticket-offers + grabon,0,1,0,1
AbhiBus VISACC - 10% up to Rs.200 OFF Visa Credit Card,Official AbhiBus banner: 10% up to Rs.200 OFF with Visa credit card via VISACC.,VISACC,code,percentage,10,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,Visa CC only. Max Rs.200. Source: abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus VISADC - 10% up to Rs.200 OFF Visa Platinum & Classic Debit,Official AbhiBus banner: 10% up to Rs.200 OFF with eligible Visa Platinum & Classic debit cards via VISADC.,VISADC,code,percentage,10,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,Eligible Visa debit only. Max Rs.200. Source: abhibus.com/bus-ticket-offers,0,1,0,1
AbhiBus VRL10 - 10% up to Rs.100 OFF VRL Buses,Official AbhiBus banner: 10% up to Rs.100 OFF Vijayanand (VRL) with VRL10. GrabOn: + extra Rs.350 OFF variants.,VRL10,code,percentage,10,AbhiBus,https://www.abhibus.com,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.abhibus.com/bus-ticket-offers,https://cdn.grabon.in/gograbon/images/merchant/1773237383366/abhibus-logo.jpg,VRL only. Max Rs.100. Source: abhibus.com/bus-ticket-offers,0,1,0,1
