title,description,code,coupon_type,discount_type,discount_value,store,store_url,category,start_date,expiry_date,original_price,sale_price,affiliate_link,image,terms_conditions,is_featured,is_verified,is_exclusive,status
Plum Flat 30% OFF on Combos,"Official Plum combo sale: flat 30% off on curated combos - niacinamide, sunscreen and body lotion sets on plumgoodness.com.",,deal,percentage,30,Plum,https://plumgoodness.com,Beauty & Health,2026-09-05,2026-10-05,,,https://plumgoodness.com/collections/30off-combos,,As listed on official Plum combos collection. Limited period.,1,1,0,1
Snitch Flat 20% OFF Above Rs.4599 - Code FLAT20,Official Snitch coupon: flat 20% off on minimum purchase of Rs.4599. Use code FLAT20 at checkout on snitch.com.,FLAT20,code,percentage,20,Snitch,https://www.snitch.com,Fashion & Lifestyle,2026-09-05,2026-10-05,,,https://www.snitch.co.in/pages/snitch-discounts,,Minimum order Rs.4599. As listed on official Snitch discounts page. One code per order.,1,1,0,1
The Derma Co Flat 30% OFF Above Rs.1499 - Code FLAT30,Official Derma Co coupon: flat 30% off all orders above Rs.1499 sitewide. Use coupon FLAT30 at cart on thedermaco.com.,FLAT30,code,percentage,30,The Derma Co,https://thedermaco.com,Beauty & Health,2026-09-05,2026-10-05,,,https://thedermaco.com/collections/bff-sale-meta,,Minimum order Rs.1499. As listed on official Derma Co sale collections.,1,1,0,1
The Derma Co 50% OFF Above Rs.2499 - Code GET50,Official Derma Co sale coupon: 50% off on orders above Rs.2499. Use code GET50 on the offer page.,GET50,code,percentage,50,The Derma Co,https://thedermaco.com,Beauty & Health,2026-09-05,2026-10-05,,,https://thedermaco.com/collections/offer-page,,Minimum order Rs.2499. Valid once per user; order limits apply per official T&C (Rs.2000 COD / Rs.5000 prepaid).,1,1,0,1
"Cetaphil Up To 21% OFF via Authorised Retailers (Amazon, Moglix)","Cetaphil India sells via authorised retailers: observed up to 21% off on sunscreens, cleansers and moisturiser combos on Moglix and up to 15% off on Amazon.in. No official sitewide coupon code exists.",,deal,percentage,21,Cetaphil,https://www.cetaphil.in,Beauty & Health,2026-09-05,2026-10-05,,,https://www.moglix.com/brands/cetaphil,,Retailer prices observed Sep 2026; verify live price at checkout. No coupon code - discount is in listed price.,0,0,0,1
Cetaphil Extra 5% OFF via Apollo Pharmacy Brand Pass,Apollo Pharmacy Cetaphil Brand Pass: extra 5% off on next Cetaphil personal-care orders plus 10% off other medicines with fast delivery.,,offer,percentage,5,Cetaphil,https://www.cetaphil.in,Beauty & Health,2026-09-05,2026-10-05,,,https://www.apollopharmacy.in/otc/cetaphil-brand-pass-get-5-off-on-your-next-6-cetaphil-personal-care-orders-10-off-on-other-medicines,,"Apollo Pharmacy pass T&C apply. Retailer offer, verify in Apollo app before purchase.",0,0,0,1
Deconstruct Buy 2 @ Rs.599 / Buy 3 @ Rs.899 + 10% Dcoins Cashback,"Official Deconstruct bundle sale: buy 2 at Rs.599, buy 3 at Rs.899 on selected products plus 10% cashback as Dcoins.",,deal,cashback,10,Deconstruct,https://thedeconstruct.in,Beauty & Health,2026-09-05,2026-10-05,,,https://thedeconstruct.in/collections/buy-2-buy-3,,Selected products per official offer collection. Dcoins cashback per store wallet rules.,0,1,0,1
Dot & Key Free Gift Above Rs.799 + 2 Gifts Above Rs.1049,"Official Dot & Key cart gifts: free gift auto-added above Rs.799, two free gifts above Rs.1049. Stacks with coupon codes.",,offer,freebie,0,Dot & Key,https://www.dotandkey.com,Beauty & Health,2026-09-05,2026-10-05,,,https://www.dotandkey.com/pages/offers,,Auto-added at cart level on dotandkey.com while stocks last. No code required.,0,1,0,1
Dot & Key Extra 5% OFF on Prepaid Orders,"Official Dot & Key offer: extra 5% off when you pay online via UPI, card or netbanking. Applies after coupon discount.",,offer,percentage,5,Dot & Key,https://www.dotandkey.com,Beauty & Health,2026-09-05,2026-10-05,,,https://www.dotandkey.com/pages/offers,,"Prepaid payment only, not COD. As listed on official offers page.",0,1,0,1
Foxtale Sitewide Up To 20% OFF - Auto Applied,"Foxtale sitewide sale: up to 20% off automatically on serums, moisturisers, sunscreens and face wash at foxtale.in. Extra 5% off on prepaid orders.",,deal,percentage,20,Foxtale,https://foxtale.in,Beauty & Health,2026-09-05,2026-10-05,,,https://foxtale.in/,,"Discount auto-applies on site. Prepaid bonus needs UPI/card/netbanking, not COD. Price may change anytime.",0,1,0,1
Hyphen Buy Any 3 Products @ Rs.1149 - Code BUY1149,"Official Hyphen bundle deal: buy any 3 products for Rs.1149 with code BUY1149, including peptide lip balms and sunscreens.",BUY1149,code,flat,0,Hyphen,https://letshyphen.com,Beauty & Health,2026-09-05,2026-10-05,,,https://letshyphen.com/collections/b2g1,,As bannered on official Hyphen offers collection. Not applicable on combos and gifts.,0,1,0,1
Minimalist Skin Repair Kit - Up To 33% OFF + Freebies,Official Minimalist kit offer: up to 33% off curated kits with extra bundle savings and free surprise gift on orders above Rs.1199 (auto-added at checkout).,,deal,percentage,33,Minimalist,https://beminimalist.co,Beauty & Health,2026-09-05,2026-10-05,,,https://beminimalist.co/pages/kits-offer,,As per official Minimalist kit offer pages. Free gift auto-added above Rs.1199. Not clubbable with other discounts.,0,1,0,1
Minimalist Free Shipping on All Orders + MCash Rewards,Official Minimalist policy: free shipping on every order. Earn MCash cashback (1 MCash = Rs.1) on each purchase for next-order discounts.,,offer,freebie,0,Minimalist,https://beminimalist.co,Beauty & Health,2026-09-05,2026-10-05,,,https://beminimalist.co/,,Standard store policy on beminimalist.co. MCash credited per store rules.,0,1,0,1
NEWME Flat 15% OFF on App Purchases,"NEWME app-exclusive: flat 15% off when you shop via the NEWME mobile app (COD available across India, 200+ new styles daily).",,offer,percentage,15,NEWME,https://newme.asia,Fashion & Lifestyle,2026-09-05,2026-10-05,,,https://apps.apple.com/us/app/newme-unleash-your-style/id6445953273,,App orders only per third-party coupon listings; confirm the 15% banner inside the NEWME app before checkout.,0,0,1,1
NEWME Free Surprise Return Gift on App Orders Above Rs.1199,Official NEWME announcement: add products worth Rs.1199+ in the NEWME app to unlock a surprise-gift section and pick a free return gift at checkout.,,offer,freebie,0,NEWME,https://newme.asia,Fashion & Lifestyle,2026-09-05,2026-10-05,,,https://newme.asia/,,"App-only event offer announced on official NEWME channel. Limited period, while gifts last.",0,1,1,1
Pilgrim Up To 35% OFF Sitewide Collection,"Official Pilgrim sale collection: up to 35% off serums, sunscreens, hair care and kits, with extra coupon pricing on login at discoverpilgrim.com.",,deal,percentage,35,Pilgrim,https://discoverpilgrim.com,Beauty & Health,2026-09-05,2026-10-05,,,https://discoverpilgrim.com/collections/upto-35-off,,As listed on official Pilgrim up-to-35%-off collection. Best coupon codes shown at checkout when logged in.,0,1,0,1
Plum Free Full-Size Product on Orders Above Rs.999,"Official Plum gift offer: pick a free full-size Plum product on orders above Rs.999, plus free travel-size gifts above Rs.699. Auto perks at checkout.",,offer,freebie,0,Plum,https://plumgoodness.com,Beauty & Health,2026-09-05,2026-10-05,,,https://plumgoodness.com/collections/discounts-offers,,Threshold gifts as bannered on plumgoodness.com. While stocks last.,0,1,0,1
Snitch Flat 15% OFF Above Rs.2999 - Code FLAT15,Official Snitch coupon: flat 15% off on minimum purchase of Rs.2999. Use code FLAT15 at checkout.,FLAT15,code,percentage,15,Snitch,https://www.snitch.com,Fashion & Lifestyle,2026-09-05,2026-10-05,,,https://www.snitch.co.in/pages/snitch-discounts,,Minimum order Rs.2999. As listed on official Snitch discounts page.,0,1,0,1
Snitch Flat 10% OFF First App Purchase - Code APP10,Official Snitch app-exclusive: flat 10% off your first app purchase with code APP10. Download the Snitch app to redeem.,APP10,code,percentage,10,Snitch,https://www.snitch.com,Fashion & Lifestyle,2026-09-05,2026-10-05,,,https://www.snitch.co.in/pages/snitch-discounts,,"App orders only, first purchase. As listed on official Snitch discounts page.",0,1,1,1
The Derma Co Buy 2 Get 2 Free - Code B2G2,Official Derma Co freebie coupon: buy 2 get 2 free on selected products. Use coupon B2G2 at cart.,B2G2,code,freebie,0,The Derma Co,https://thedermaco.com,Beauty & Health,2026-09-05,2026-10-05,,,https://thedermaco.com/collections/freebies,,Selected products only. As listed on official Derma Co freebies collection.,0,1,0,1
The Derma Co Buy Any 3 Pay for 2 - Code B3P2,Official Derma Co coupon: buy any 3 pay for 2. Use coupon B3P2 at cart on thedermaco.com.,B3P2,code,freebie,0,The Derma Co,https://thedermaco.com,Beauty & Health,2026-09-05,2026-10-05,,,https://thedermaco.com/collections/b3p2,,As listed on official Derma Co B3P2 collection.,0,1,0,1
The Derma Co 2 Bestsellers Free Above Rs.599 - Code 2FREEBIE,Official Derma Co coupon: get 2 bestsellers free on orders above Rs.599. Use code 2FREEBIE at cart.,2FREEBIE,code,freebie,0,The Derma Co,https://thedermaco.com,Beauty & Health,2026-09-05,2026-10-05,,,https://thedermaco.com/collections/eps-get-2freebie-on-599,,Minimum order Rs.599. As listed on official Derma Co collection.,0,1,0,1
